IdEmpresa,Empresa,CodEmpresa,Cuenta,Medidor_ARCONEL,INER_IDE_GEOG,IdProvincia,Provincia,IdCanton,Canton,IdParroquia,Parroquia,NombreAbonado,TIPO,UbicacionAbonado,NUMMEDIDOR_ARCONEL_GEO,COORD_X,COORD_Y,No_de_edificio,INERGY,link
130,CNEL-LosRios,RIO,1389642,35946594,35946594,12,LOS RIOS,1,BABAHOYO,55,LA UNION,MINISTERIO DEL INTERIOR,DESC,LA UNION,35946594,678510,9811751,67,RIO-DESC-67-35946,
191,CNEL-Sto. Domingo,DOM,9792,1001233328,1001233328,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,BOMBOLA,DIRECCION DISTRITAL 23D02  PARROQUI,EDU,RIO TOMEBAMBA   0 y CALLE B,1001233328,702749,9973294,67,DOM-EDU-67-10012,https://www.google.com/maps/@-0.241701-79.17795143a87.1y351.53h79.35t/data=!3m6!1e1!3m4!1sAuhPgmO-CawfbDODXJtFfw!2e0!7i13312!8i6656
54,CNEL-El Oro,ORO,1813050,8325630,8325630,7,EL ORO,1,MACHALA,2,MACHALA,GOBERNACION DE EL ORO,EDF,AV.ROCAFUERTE   0 y GUAYAS,8325630,0,0,68,ORO-EDF-68-83256,
72,CNEL-Esmeraldas,ESM,0,126758-HUA-AB,126758,8,ESMERALDAS,1,ESMERALDAS,66,TACHINA,DISPENSARIO SAN JOSE,SAL,PADRE JUANCILLO  SL6 24 DE MAYO 1 M57 TACHINA,126758,652757.2951,10106380.18,68,ESM-SAL-68-12675,https://www.google.com/maps/@0.9861315-79.65413063a60y144.75h85.32t/data=!3m6!1e1!3m4!1sYqHcD1NhKtxHL6Vezho3yw!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1469138-3,1116529-GEN-AT,1116529,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR - UPC,SEG,CIRCUNVALACION SUR  0911 HIGUERAS-PEATONAL 1  URDESA CENTRAL,1116529,620729.8635,9760642.908,68,GYE-SEG-68-11165,https://www.google.com/maps/@-2.1650668-79.91417073a41.5y252.53h93.66t/data=!3m6!1e1!3m4!1s4XI3J9MAOgQNjn4j8eMEPw!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,1389667,52073185,52073185,12,LOS RIOS,1,BABAHOYO,3,BARREIRO,MINISTERIO DEL INTERIOR,SEG,BARREIRO VIADUCTO   0 y *-Sin Calle Secundaria-*,52073185,663784.8036,9801523.467,68,RIO-SEG-68-52073,https://www.google.com/maps/@-1.7950595-79.52762673a84.1y58.33h90.58t/data=!3m6!1e1!3m4!1soSR3LCuQ_t7zunf2q3ylBA!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,2642,28663028,28663028,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,ABRAHAM CALAZACON,DIRECCION DISTRITAL 23D02 PARROQUIA,EDU,VICENTE ROCAFUERTE   0 y JUAN MONTALVO,28663028,701790.99,9971638,68,DOM-EDU-68-28663,https://www.google.com/maps/@-0.2570206-79.18600313a75y259.1h88.41t/data=!3m6!1e1!3m4!1sijYvtROkbraGLsRiSaTAng!2e0!7i13312!8i6656
54,CNEL-El Oro,ORO,611550,8325611,8325611,7,EL ORO,1,MACHALA,50,MACHALA,HOSPITAL CIVIL TEOFILO DA,HOS,BOYACA COLON-ESQ.   0 y *-Sin Calle Secundaria-*,8325611,0,0,69,ORO-HOS-69-83256,
26,CNEL-Guayaquil,GYE,1460844-3,1318582-ITR-AT,1318582,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR,SEG,MZ# 217 SOL# 09   COOP.ASSAD BUCARAM 1  PASCUALES,1318582,618734.2646,9770209.93,69,GYE-SEG-69-13185,https://www.google.com/maps/@-2.0788515-79.93195153a49.9y329.16h86.33t/data=!3m6!1e1!3m4!1sLUJznNj_OuOhT_wJhY8n4A!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,1458512,52073247,52073247,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,GOBIERNO PROVINCIAL DE LOS RIOS PRE,EDF,*-Sin Calle Principal*-   0 y *-Sin Calle Secundar,52073247,664344.7939,9800953.639,69,RIO-EDF-69-52073,https://www.google.com/maps/@-1.8002205-79.52285183a84.1y111.14h98.17t/data=!3m6!1e1!3m4!1s7RryPNtHgRDFlnBguVTWPA!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,5410,52564976,52564976,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,ZARACAY,CCQA HOSPITAL DEL DIA SANTO DOMINGO,HOS,    AV QUITO   0 y RIO TANTI,52564976,705070.31,9972571.98,69,DOM-HOS-69-52564,https://www.google.com/maps/@-0.2483201-79.15702183a24.2y7.47h88.73t/data=!3m6!1e1!3m4!1sqaUHZ1XmPLAHDHYsoIULtQ!2e0!7i13312!8i6656
54,CNEL-El Oro,ORO,106270,8325603,8325603,7,EL ORO,1,MACHALA,50,MACHALA,IESS HOSPITAL GENERAL MACHALA,HOS,AYACUCHO 1803 BOLIVA   0 y *-Sin Calle Secundaria-,8325603,0,0,70,ORO-HOS-70-83256,
26,CNEL-Guayaquil,GYE,1469282-7,1318158-ITR-AT,1318158,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR,SEG,MZ# 15-01 SOL# 01   UPC 1  SOCIO VIVIENDA II,1318158,614687.0564,9764219,70,GYE-SEG-70-13181,No hay street view
130,CNEL-LosRios,RIO,137705,53307873,53307873,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,EMPRESA PUBLICA UNA EP,DESC,KM 13 VIA BABAHOYO MONTALVO   0 y *-Sin Calle Secu,53307873,675565,9792955,70,RIO-DESC-70-53307,
191,CNEL-Sto. Domingo,DOM,242206,52757851,52757851,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,CHIGUILPE,HOSPITAL GENERAL IESS SANTO DOMINGO,HOS,RIO LELIA   0 y SANGOLQUI,52757851,705357.69,9971847.85,70,DOM-HOS-70-52757,https://www.google.com/maps/@-0.2547548-79.15278733a75y260.05h78.52t/data=!3m6!1e1!3m4!1sd3F84TcelcasnW8oyCESlw!2e0!7i13312!8i6656
54,CNEL-El Oro,ORO,454903,8325643,8325643,7,EL ORO,1,MACHALA,50,MACHALA,NUCLEO DE SOLCA MACHALA,HOS,GUABO   0 y TARQUI,8325643,0,0,71,ORO-HOS-71-83256,
26,CNEL-Guayaquil,GYE,576865-9,1241196-HIK-AT,1241196,0,GUAYAS,0,GUAYAQUIL,0,FEBRES CORDERO,DISTRITO METROPOLITANO DE GUAYAQUIL,SEG,40VA.CALLE  1902 CALLES B-C 1  .,1241196,618069.2673,9755562.212,71,GYE-SEG-71-12411,https://www.google.com/maps/@-2.2111991-79.93802733a59.8y303.05h97.51t/data=!3m6!1e1!3m4!1skZ5odZxUa7c8a3SkLbwaJw!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,26978,8,8,12,LOS RIOS,1,BABAHOYO,55,LA UNION,COMANDO PROV POLIC N 8 CLEMENTINA,SEG,SIN NOMBRE   0 y *-Sin Calle Secundaria-*,8,0,0,71,RIO-SEG-71-8,
191,CNEL-Sto. Domingo,DOM,262709,52757823,52757823,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,BOMBOLA,HOSPITAL GENERAL SANTO DOMINGO,HOS,VIA AL BUA   0 y ENTRADA PRINCIPAL A LA UCOM 2,52757823,703509.13,9974151.55,71,DOM-HOS-71-52757,https://www.google.com/maps/@-0.2356626-79.17030923a41.5y313.15h87.93t/data=!3m6!1e1!3m4!1sNjLCoiTokD_dWAKONKuEaw!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1374834-9,1317943-ITR-AT,1317943,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR - UPC,SEG,LOS RIOS  1722 ALCEDO-P.P.GOMEZ 1  .,1317943,622717.478,9757306.629,72,GYE-SEG-72-13179,https://www.google.com/maps/@-2.1955034-79.89635953a75y339.63h88.12t/data=!3m6!1e1!3m4!1sQ86AdATjF4Clh0nZC2Bj9g!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,71513,8882390,8882390,12,LOS RIOS,1,BABAHOYO,2,DOCTOR CAMILO PONCE,DIRECCION DISTRITAL 12D01 BABA BABA,EDF,MEJIA   0 y GENERAL BARONA,8882390,0,0,72,RIO-EDF-72-88823,https://www.google.com/maps/@-1.7999384-79.53699853a81.6y252.95h112.34t/data=!3m6!1e1!3m4!1s_HUvxdv8t2lIeyriLFdUkQ!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,249879,41173275,41173275,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,BOMBOLA,DIRECCION DISTRITAL 23D01 PARROQUIA,MIES,ALBERTO COLOMA   0 y ABRAHAN CALAZACON,41173275,701910.36,9972885.29,72,DOM-MIES-72-41173,https://www.google.com/maps/@-0.2449588-79.18583753a61.8y145.81h89.36t/data=!3m6!1e1!3m4!1szHAoEERLx47lspOVzdTLyw!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1416563-0,1344041-ELS-AT,1344041,0,GUAYAS,0,GUAYAQUIL,0,AYACUCHO,MINISTERIO DEL INTERIOR - UPC,SEG,MZ # 638 SOL# 10   . 1  ALBORADA VI,1344041,621690.259,9763355.922,73,GYE-SEG-73-13440,https://www.google.com/maps/@-2.14044-79.90555413a89.3y175.45h83.12t/data=!3m6!1e1!3m4!1sq_LoH1xK1uN0CwjfbxtXDA!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,37673,6982457,6982457,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,M I D U V I,EDF,EL MAMEY,6982457,0,0,73,RIO-EDF-73-69824,https://www.google.com/maps/@-1.8007448-79.52202953a66.5y339.93h99.14t/data=!3m6!1e1!3m4!1sFxmEpxnHOTS9R70Ap81l9w!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,195031,35880725,35880725,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,BOMBOLA,COORDINACION ZONAL 4  SALUD,SAL,JAIME ANDRADE M   0 y ABRAHAM CALAZACON,35880725,702233.68,9973125.93,73,DOM-SAL-73-35880,https://www.google.com/maps/@-0.2430303-79.18264893a16y309.87h87.87t/data=!3m6!1e1!3m4!1sNcb2gaDgpcHfu9eeKTeAzw!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1374559-5,1318565-ITR-AT,1318565,0,GUAYAS,0,GUAYAQUIL,0,AYACUCHO,MINISTERIO DEL INTERIOR - UPC,SEG,COLOMBIA  5001 26VA.-27VA.CALLES 1  .,1318565,619646.1428,9756604.651,74,GYE-SEG-74-13185,https://www.google.com/maps/@-2.2016099-79.9237983a36.4y254.18h93.76t/data=!3m6!1e1!3m4!1sEH6nNJrQdTbTYUvjlqpXAQ!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,85188,452,452,12,LOS RIOS,1,BABAHOYO,54,PIMOCHA,COMANDO PROV POLICIA N 8 PIMOCHA,SEG,SIN NOMBRE   0 y *-Sin Calle Secundaria-*,452,0,0,74,RIO-SEG-74-452,
191,CNEL-Sto. Domingo,DOM,11424,28188051,28188051,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,SANTO DOMINGO DE LOS COLORADOS,DIRECCION DISTRITAL 23D01  PARROQUI,SAL,LATACUNGA   0 y QUITO,28188051,703538,9971797,74,DOM-SAL-74-28188,https://www.google.com/maps/@-0.2552528-79.17104083a89.2y340.01h81.24t/data=!3m6!1e1!3m4!1sMW4MgyUXMmItHs3Rxb-XFg!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1382176-3,1270863-ITR-AT,1270863,0,GUAYAS,0,GUAYAQUIL,0,AYACUCHO,MINISTERIO DEL INTERIOR - UPC,SEG,17VA.CALLE FTE  2001 VENEZUELA 1  .,1270863,620460.9776,9756472.291,75,GYE-SEG-75-12708,https://www.google.com/maps/@-2.2027695-79.91683753a60.5y83.02h92.44t/data=!3m6!1e1!3m4!1sIym-pecUHrZBfiEd-1oGTA!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,1151927,11481103,11481103,12,LOS RIOS,1,BABAHOYO,2,DOCTOR CAMILO PONCE,DIRECCION DISTRITAL SALUD N 12D01,SAL,*-Sin Calle Principal*-   0 y *-Sin Calle Secundar,11481103,0,0,75,RIO-SAL-75-11481,
191,CNEL-Sto. Domingo,DOM,4509,4487221,4487221,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,RIO VERDE,DIRECCION DISTRITAL 23D01  PARROQUI,SAL,JACINTO CORTEZ JHAYYA   0 y VICENTE SOLANO,4487221,702146,9969105,75,DOM-SAL-75-44872,https://www.google.com/maps/@-0.2794857-79.18358773a90y271.21h100.58t/data=!3m6!1e1!3m4!1sPCHZzbTNY2dJjzqRLUn0Zg!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1374560-9,1212585-ITR-AT,1212585,0,GUAYAS,0,GUAYAQUIL,0,AYACUCHO,MINISTERIO DEL INTERIOR - UPC,SEG,BRASIL  4315 17VA.-18VA.CALLES 1  .,1212585,620686.463,9757205.551,76,GYE-SEG-76-12125,https://www.google.com/maps/@-2.1960878-79.91465793a75y205.61h86.74t/data=!3m6!1e1!3m4!1sXHOr7axa_gZQVGWbmjrN5A!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,63147,8882397,8882397,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,ESC PADRE MARCOS BENETAZZO,EDU,BABAHOYO 01-  0 y *-Sin Calle Secundaria-*,8882397,0,0,76,RIO-EDU-76-88823,https://www.google.com/maps/@-1.8014583-79.52006543a57.7y236.83h78.6t/data=!3m6!1e1!3m4!1s3a4_DCvDO3T-rwrNaLhs6g!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,20396,11485022,11485022,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,SANTO DOMINGO DE LOS COLORADOS,DIRECCION DISTRITAL 23D01  PARROQUI,SAL,COTOPAXI   0 y SERGIO DAVILA,11485022,710021.11,9976687.68,76,DOM-SAL-76-11485,https://www.google.com/maps/@-0.2111526-79.11279993a15y7.92h83.55t/data=!3m6!1e1!3m4!1st_krql7W_pwcA2Zc7gKVfg!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1374836-5,757449-GEN-AT,757449,0,GUAYAS,0,GUAYAQUIL,0,AYACUCHO,MINISTERIO DEL INTERIOR - UPC,SEG,PADRE SOLANO  1602 ESMERALDAS-LOS RIOS 1  .,757449,623109.8519,9758358.93,77,GYE-SEG-77-75744,https://www.google.com/maps/@-2.1858983-79.89266683a75y328.92h81.58t/data=!3m6!1e1!3m4!1sJBZpMu2LkEGBev33n0RKDw!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,33451,8308477,8308477,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,CON NAC ELEC DELG PROVIN D LOS RIOS,EDF,AVENIDA UNIVERSITARIA 05-  0 y AUTOPISTA QUITO,8308477,0,0,77,RIO-EDF-77-83084,https://www.google.com/maps/@-1.8010759-79.52149153a56.4y0.51h89.6t/data=!3m6!1e1!3m4!1sIFKyyxDHeFspDn5HTGNoAA!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,159800,50315581,50315581,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,ABRAHAM CALAZACON,COMANDO PROVINCIAL SANTO DOMINGO DE,SEG,PRINCIPAL CARLOS RUIZ BURNEO   0 y TRANSVERSAL PRI,50315581,699300.69,9971851.56,77,DOM-SEG-77-50315,
26,CNEL-Guayaquil,GYE,1412063-7,1491238-ITR-AT,1491238,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR - UPC,SEG,VIA A DAULE  KM.10 MZ# 12 SOL# 9 1  LOT.INMACONSA,1491238,618155.4725,9766337.062,78,GYE-SEG-78-14912,https://www.google.com/maps/@-2.1137125-79.93753023a88.5y27.81h86.8t/data=!3m6!1e1!3m4!1sOmoHNRA7CHxbEoMHrYZysQ!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,67862,311922140,311922140,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,MINISTERIO DEL INTERIOR DIR NAC PJ,EDF,VIA FLORES   0 y BY  PASS,311922140,0,0,78,RIO-EDF-78-31192,
191,CNEL-Sto. Domingo,DOM,125391,4294788,4294788,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,BOMBOLA,COMANDO PROVINCIAL SANTO DOMINGO DE,SEG,GALO GALECIO   0 y PASAJE 8,4294788,702001,9973042,78,DOM-SEG-78-42947,https://www.google.com/maps/@-0.2430205-79.18503953a15.8y176.36h91.01t/data=!3m6!1e1!3m4!1sVMuIPsQVrAohUADXRlsiXQ!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1374798-9,1154137-ELS-AT,1154137,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR - UPC,SEG,MZ# 74 SOL# 14   . 1  URB.LA GARZOTA,1154137,623416.4823,9762621.596,79,GYE-SEG-79-11541,https://www.google.com/maps/@-2.1474471-79.88997293a27.5y295.1h93.68t/data=!3m6!1e1!3m4!1sctRtWAQh9IGMyApysg3tGw!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,1440213,8308661,8308661,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,CONSEJO DE LA JUDICATURA,DESC,CINCO DE JUNIO   0 y VEINTE Y SIETE DE MAYO,8308661,0,0,79,RIO-DESC-79-83086,
191,CNEL-Sto. Domingo,DOM,119329,1001223887,1001223887,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,LUZ DE AMERICA,COMANDO PROVINCIAL SANTO DOMINGO DE,SEG,10 DE AGOSTO   0 y ELOY ALFARO,1001223887,689105.05,9955260.73,79,DOM-SEG-79-10012,https://www.google.com/maps/@-0.4044632-79.30079563a82.6y143.77h78.21t/data=!3m6!1e1!3m4!1sfe0QeBB4vMuaLJfD364Xzw!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1321894-3,20546218-ELS-AT,20546218,0,GUAYAS,0,GUAYAQUIL,0,AYACUCHO,MINISTERIO DEL INTERIOR - UPC,SEG,FTE.MZ# 1486 SOL# 1   BATALLON SUBURBIO 1  PLAN PILOTO,20546218,617509.5791,9754283.165,80,GYE-SEG-80-20546,https://www.google.com/maps/@-2.2227173-79.94290533a52.6y262.78h95t/data=!3m6!1e1!3m4!1sHvrWUUA-vmUBD_qv51q03g!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,1283662,20037205,20037205,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,COORD ZONAL 5 DEL REG CIV IDENTF Y,DESC,CALLE J   0 y CALLE QUINTA,20037205,0,0,80,RIO-DESC-80-20037,
191,CNEL-Sto. Domingo,DOM,127448,12728234,12728234,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,ABRAHAM CALAZACÓN,COMANDO PROVINCIAL SANTO DOMINGO DE,SEG,JACINTO CORTEZ JHAYYA   0 y PEDRO CARBO,12728234,701888.15,9971503.39,80,DOM-SEG-80-12728,https://www.google.com/maps/@-0.2576381-79.18591963a82.6y272.48h89.81t/data=!3m6!1e1!3m4!1smu-Dj1CuKML5bSgKb0syrw!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1374765-2,1314858-ELS-AT,1314858,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR - UPC,SEG,MZ# 134 SOL# 10   . 1  URB.SAN FELIPE,1314858,619040.0368,9764220.807,81,GYE-SEG-81-13148,https://www.google.com/maps/@-2.1326346-79.92983083a52.6y109.25h96.37t/data=!3m6!1e1!3m4!1sBKBadf7VLQGr2Tbx8YNHqA!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,1060755,8325472,8325472,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,FISCALIA DE LOS RIOS,EDF,ELOY ALFARO   0 y GENERAL BARONA,8325472,0,0,81,RIO-EDF-81-83254,https://www.google.com/maps/@-1.7989745-79.53326683a84.1y62.43h107.81t/data=!3m6!1e1!3m4!1so6dT0LZ-CNU_jT33zY_TKQ!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,130261,12726866,12726866,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,ABRAHAM CALAZACÓN,COMANDO PROVINCIAL SANTO DOMINGO DE,SEG,    AV QUEVEDO   0 y CHONE,12726866,702924,9971870,81,DOM-SEG-81-12726,https://www.google.com/maps/@-0.2542106-79.17662813a75y210.95h78.12t/data=!3m6!1e1!3m4!1s08uNtXudAWtt9v7DnZ7FcQ!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1321772-6,1131576-GEN-AT,1131576,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR - UPC,SEG,MZ# 11 SOL# 22   COOP.VIV.GUAYAQUIL 1  JTO AL PARQUE,1131576,622962.4915,9761389.975,82,GYE-SEG-82-11315,https://www.google.com/maps/@-2.1580517-79.8949093a52.6y102.78h89.19t/data=!3m6!1e1!3m4!1suQSk0y3A2kzeN3SFQtdsgA!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,132404,12643505,12643505,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,CHIGUILPE,COMANDO PROVINCIAL SANTO DOMINGO DE,SEG,  BAHIA DE CARAQUEZ   0 y CALCETA,12643505,705537.19,9971429.63,82,DOM-SEG-82-12643,
26,CNEL-Guayaquil,GYE,1321777-7,1224812-ELS-AT,1224812,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR - UPC,SEG,MZ# 23 SOL# 01   POLICIA COMUNITARIA 1  URB.BELLAVISTA,1224812,621206.388,9758289.523,83,GYE-SEG-83-12248,https://www.google.com/maps/@-2.18625-79.91011573a75y117.69h85.4t/data=!3m6!1e1!3m4!1siPOmHu-_bX02XuBUyhQdTQ!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,131246,11981072,11981072,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,SANTO DOMINGO DE LOS COLORADOS,COMANDO PROVINCIAL SANTO DOMINGO DE,SEG,  AV TSACHILA   0 y ABRAHAN CALAZACON,11981072,703734.03,9973383.65,83,DOM-SEG-83-11981,https://www.google.com/maps/@-0.2399747-79.16827493a89.9y250.41h82.93t/data=!3m6!1e1!3m4!1sv4zwRnHlYCxcxYnNfDWkdw!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1439260-2,410699-GEN-AT,410699,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,DISTRITO METROPOLITANO DE GUAYAQUIL,SEG,FTE.MZ# 94-A SOL# 1   UPC 45 1  URB.GUAYACANES,410699,623760.7716,9765752.363,84,GYE-SEG-84-41069,https://www.google.com/maps/@-2.1189066-79.88723693a42.4y196.92h93.32t/data=!3m6!1e1!3m4!1sRBOoUaL46XiUJ0ycZPv5lA!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,110588,11966189,11966189,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,ABRAHAM CALAZACÓN,COMANDO PROVINCIAL SANTO DOMINGO DE,SEG,CALLE X   0 y ENTRADA AL PLAN DE VIVIENDA,11966189,699117,9971442,84,DOM-SEG-84-11966,
26,CNEL-Guayaquil,GYE,1321892-7,1344511-ELS-AT,1344511,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR - UPC,SEG,MZ# 1983 SOL# 1   AREA COMUNAL (UPC) 1  CDLA.SAUCES V,1344511,623179.5828,9765357.51,85,GYE-SEG-85-13445,
191,CNEL-Sto. Domingo,DOM,104176,4678129,4678129,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,SAN JACINTO DEL BÚA,COMANDO PROVINCIAL SANTO DOMINGO DE,SEG,VICENTE ROCAFUERTE   0 y MANUEL CORDOVA GALARZA,4678129,678876.01,9983615.7,85,DOM-SEG-85-46781,https://www.google.com/maps/@-0.1479438-79.3925263a15y208.16h89.43t/data=!3m6!1e1!3m4!1s_3PfCwblayL7yRqKfeFPVg!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1323728-K,1490959-ITR-AT,1490959,0,GUAYAS,0,GUAYAQUIL,0,AYACUCHO,MINISTERIO DEL INTERIOR - UPC,SEG,FTE.MZ# 109 SOL# 05   COOP.URBANOR 1  SECTOR URBANOR,1490959,621423.2214,9761621.226,86,GYE-SEG-86-14909,https://www.google.com/maps/@-2.1563793-79.90825993a75y73.08h87.45t/data=!3m6!1e1!3m4!1s0Gd2iDtoOGDkCWz7Z-QCIg!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,106318,50316953,50316953,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,SANTO DOMINGO DE LOS COLORADOS,COMANDO PROVINCIAL SANTO DOMINGO DE,SEG,EJERCITO ECUATORIANO   0 y QUILOTOA,50316953,703380,9972492,86,DOM-SEG-86-50316,https://www.google.com/maps/@-0.2485804-79.17197653a15y265.04h92.41t/data=!3m6!1e1!3m4!1ssXdDTPDK6PGeddKsslGOwQ!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1321901-K,1317944-ITR-DP,1317944,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR - UPC,SEG,CARCHI  1000 VELEZ-LUQUE 1  .,1317944,622734.9819,9757958.48,87,GYE-SEG-87-13179,https://www.google.com/maps/@-2.1891743-79.89626773a49.6y187.6h90.91t/data=!3m6!1e1!3m4!1sbyexukWNtA0zfkURkhOHag!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,96766,50377557,50377557,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,BOMBOLA,COMANDO PROVINCIAL SANTO DOMINGO DE,SEG,DIOGENES PAREDES   0 y CALLE C,50377557,702441,9972830,87,DOM-SEG-87-50377,https://www.google.com/maps/@-0.2457801-79.18060363a42y273.75h87.36t/data=!3m9!1e1!3m7!1se2gfLd0I8lAPdEojqEAxvA!2e0!7i13312!8i6656!9m2!1b1!2i42
26,CNEL-Guayaquil,GYE,1439463-K,848604-GEN-AM,848604,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,DISTRITO METROPOLITANO DE GUAYAQUIL,SEG,FTE.MZ# 204 SOL# 1   UPC-5 1  AMANES II,848604,621579.5818,9766473.647,88,GYE-SEG-88-84860,https://www.google.com/maps/@-2.1123628-79.90647593a44.7y279.05h87.71t/data=!3m6!1e1!3m4!1sbFY0VN2X7l_n-lGo5ogylg!2e0!7i13312!8i6656
